gene,f_statistic,p_value
AL035461.2,4.824979546301994,0.030004846920639257
CUEDC2,4.823878280525316,0.03002324174976323
NKAPP1,4.822382553075685,0.030048244496709564
AC073548.1,4.821382594770572,0.030064972182617878
NDUFAF2,4.820044054118778,0.030087379207993398
CLCN2,4.816792718491364,0.030141879740231105
C4orf48,4.815966477237454,0.03015574623224419
ZNF90,4.812988812100536,0.030205775204566913
ZNF2,4.812894674041797,0.0302073582863426
AP000254.2,4.811463022746624,0.03023144459878205
SELE,4.810857773701172,0.03024163350156921
EMC6,4.810316575087712,0.03025074723801166
AP4B1,4.809378092685515,0.030266558079906865
CYP2R1,4.809130604848225,0.03027072902296623
SCGB1B2P,4.804265066377745,0.030352852032922546
AC069307.1,4.803093946765244,0.030372653919284166
RNASEH2C,4.802211098186656,0.030387590598613765
AC016957.2,4.801924089333775,0.030392448096886984
ABAT,4.801223207933069,0.03040431365512668
AL590652.1,4.796741144680898,0.030480308528970792
SNORD69,4.792811091527193,0.030547109104712956
PRSS46P,4.78931443810257,0.030606673127698315
VPS8,4.789124584208813,0.030609910721213916
JADE2,4.78788237122865,0.030631103213854344
MMADHC,4.786375265174563,0.03065683568171348
RWDD2B,4.78484598550191,0.030682970105148356
AC004854.2,4.7837581944187715,0.030701574102239754
PACC1,4.779208309640399,0.030779518071927952
STK19B,4.777573479381508,0.0308075753782771
AC107956.1,4.7760098948804,0.030834435249544268
AD000090.1,4.773208453066714,0.030882621463236382
TUBGCP3,4.7729386001632115,0.030887267271711337
MAFK,4.77104029535033,0.030919969524815637
PTCD1,4.768008673572837,0.030972271464882566
TTI2,4.766837203945804,0.030992506865092504
ENG,4.765820526988912,0.031010079782479372
AKR1C3,4.764282363639943,0.031036686447377792
PLCG1,4.761763483658795,0.03108030938679389
EPB41L2,4.761252007555331,0.031089175244968726
FGD1,4.759699788500484,0.031116097579554188
RNF40,4.757303402775397,0.031157709917223143
COPS8,4.755219213645015,0.031193948928965765
ZNF215,4.751778662411052,0.0312538693622159
ACCS,4.750916082699912,0.03126891107572791
DENND2A,4.749354167183946,0.03129616733344191
PDCD11,4.743926258691962,0.03139108279163419
TRAPPC2L,4.743846799061475,0.03139247452645563
ZNF10,4.743392542159172,0.03140043208576898
GIMAP1,4.74123296387995,0.031438292233513444
POLD4,4.740549289694844,0.03145028796963748
MUL1,4.734296540741737,0.031560223495612175
MSRB1,4.732059832624815,0.031599647839953816
TP53TG1,4.728912213807272,0.03165521621506814
USP1,4.728854215251125,0.03165624109676116
AOPEP,4.7264909955944585,0.03169803098154652
TMEM132A,4.7263827091818555,0.031699947257148045
CIAO3,4.725256906161465,0.031719877137620145
RNASEK,4.7229673520790305,0.03176044959019332
ANXA9,4.7217733813845975,0.031781629339558255
KBTBD6,4.71817428936275,0.03184556380314181
AC129492.5,4.716995505658064,0.031866533351884774
C9orf85,4.713707454991033,0.03192510219505244
CCDC8,4.712817087607495,0.031940981572991314
KDM7A,4.712156006179234,0.03195277712551724
AC103563.7,4.709440031138616,0.03200128615018188
HGH1,4.708639532588262,0.03201559842239166
CBY1,4.70081587192882,0.03215583634125697
TAS2R15P,4.700750516615671,0.03215701055933798
TMEM250,4.700672757672433,0.032158407688599816
GTF2H1,4.699017444754712,0.03218816467085646
OCIAD1-AS1,4.698835102289831,0.032191444358976994
RFC4,4.697465476623198,0.032216090328692965
PRSS44P,4.692842486112964,0.03229942711123526
MRPL45P2,4.69246706350612,0.03230620471191863
NBDY,4.692103391456429,0.03231277161207511
PHLDB1,4.690517111408525,0.03234143191880761
PCP2,4.690058856515038,0.03234971650261602
ZNF703,4.689580152101087,0.03235837318286536
NOL6,4.685866081329464,0.03242562017102735
IPO7,4.68561607040084,0.03243015218099776
TSPAN13,4.680443613582414,0.03252406516849653
SPRING1,4.680049617628654,0.03253123049012965
IFT74,4.679538830262824,0.03254052230084942
ZNF839,4.679197151667289,0.032546739396339425
TMEM45B,4.677137849558829,0.03258423656180089
AL928654.2,4.677093678993582,0.03258504135011629
WDSUB1,4.67538460756531,0.032616196819104284
CARM1,4.674268750469624,0.032636555318807034
MTMR10,4.67319266236537,0.03265620098651623
ZNF853,4.673002237011967,0.032659678802044935
NFATC1,4.671795438068664,0.032681728179294885
ZNF423,4.67095367960011,0.032697117245418864
GBAP1,4.6706890793661,0.032701956263372745
CEP76,4.667967093041296,0.032751780080430774
RNF34,4.667227153229811,0.03276533798434033
UCP3,4.666665873674216,0.03277562626263472
LZTFL1,4.666237551108816,0.03278347973447017
TRMT44,4.6574423818596475,0.03294518407811384
OVOL2,4.656063958698306,0.032970603650026215
WTAP,4.656035770408536,0.032971123688351665
MSH2,4.652307871590051,0.03303997529829434
ORC5,4.65197727985314,0.03304608843491752
TGIF2,4.651271650890339,0.033059140578725964
BRICD5,4.64881686393767,0.03310458975326639
PCM1,4.647738148432882,0.03312458256291817
CCS,4.647034683210066,0.0331376274075899
COPS7A,4.646647279425466,0.03314481362812781
CDT1,4.646573243883168,0.03314618715238984
RNU6-531P,4.645568583629927,0.03316483179845667
ACOT13,4.644859786467267,0.03317799245154078
MAK16,4.643054746107433,0.03321153267848127
AC139100.2,4.642330439561322,0.033225001421809904
MT-TL1,4.640262344740485,0.033263490244742164
INO80E,4.640020063869765,0.03326800236568554
ARRDC1,4.63774720707017,0.033310362521411396
ZNF706,4.636825039519879,0.033327565619982895
EEF1A1P16,4.636534440030166,0.033332988722945794
KTN1,4.630935661175127,0.03343765456181496
REXO5,4.630900989980468,0.033438303802611265
ILF2,4.630777211027551,0.033440621753387974
MUC15,4.627115668349481,0.03350926679707155
TAF1B,4.626567356328991,0.033519559159836586
HSPA1L,4.625582321443173,0.033538057658244254
WFDC2,4.625133090650616,0.0335464975943873
SLC46A1,4.6238955902434835,0.033569758805403256
RPL13AP25,4.622454580478788,0.033596866901342254
C3orf36,4.621767079107802,0.033609808261198255
AL132857.1,4.6202911325155975,0.033637608964370416
PLD2,4.6202502124913405,0.03363838007462225
NUP93,4.616307232551068,0.033712770781881334
PCIF1,4.611635743848609,0.03380113161529985
SNRPE,4.609635424505386,0.033839042490303194
PABPC1P4,4.60844221321974,0.033861678170476
ZNF362,4.606179973413573,0.03390463778801786
TMEM87A,4.605571901526097,0.03391619483245108
NPRL3,4.6025810949591595,0.0339730990359323
RPTOR,4.6022447411695815,0.033979504954123156
C12orf4,4.600844773233183,0.03400618134729311
GNA12,4.599563098359159,0.034030623124199945
AC004980.1,4.598090294890339,0.034058732746562986
ZDBF2,4.5976337501822275,0.03406745125907625
OSTF1,4.596867816259417,0.034082083407330536
STXBP6,4.596335691388112,0.03409225286523055
PLCB4,4.5955143096713345,0.03410795663414772
CROT,4.5936620494023,0.03414339762371045
SEPTIN7,4.5878725051381615,0.03425442611911406
B9D2,4.584911086756599,0.03431136632670555
GPR143,4.582918573614343,0.034349733506894874
ZNF24,4.5803117176381365,0.03439999894665349
RPS10P7,4.578905739717339,0.03442714139330916
APOLD1,4.576765095505542,0.03446851019378684
TOMM40L,4.575661493604532,0.03448985832054793
COA7,4.575019509561943,0.03450228333708766
DAD1,4.574451618024944,0.03451327831547745
ERFE,4.572609923863802,0.034548961014748275
MRPS2,4.570669294101923,0.03458660290110249
DCBLD1,4.570054701092032,0.03459853306267047
BFAR,4.56826802675578,0.034633239840899006
NUBP2,4.567035752004707,0.03465719871604072
NCSTN,4.565408008736228,0.03468887354434083
ZEB2,4.565167490612139,0.034693556472780024
FBXO21,4.563789281261449,0.03472040336740397
ULBP1,4.562205902373011,0.03475127406039864
CHRD,4.561637497622558,0.03476236318478714
ARHGAP35,4.558528203670166,0.034823089460787555
HOXD8,4.55598669607956,0.03487281008291307
ELOVL5,4.555981404739446,0.03487291367818888
CD302,4.555440176317347,0.03488351171712646
AC024060.2,4.554507628573225,0.034901780368717134
SDCCAG8,4.553717364787121,0.034917269611693565
RPL7,4.5521517425571885,0.03494797747843327
TK2,4.549748409508144,0.034995171800527865
AC005208.1,4.549347671120901,0.035003047683189105
LINC01311,4.545455117750747,0.03507964756401936
ACAA1,4.544515598742785,0.03509816256951533
ZNF530,4.542123908603816,0.03514534214562026
TIGD6,4.540696741500172,0.03517352713296564
NKIRAS1,4.537361932692888,0.035239479438942185
MED30,4.53596312631548,0.03526718257597873
NBPF15,4.535927134466299,0.03526789569352092
ANKRD10-IT1,4.533540793555535,0.03531521113412359
MTCO1P12,4.532640185617476,0.035333085532566914
VRK2,4.528931859346115,0.03540678597493887
AURKAIP1,4.528790749207488,0.03540959366039748
AP1S3,4.52777731768262,0.03542976496902465
APRT,4.5276180549313505,0.03543293603770504
AC004233.1,4.523289439755785,0.03551923815051082
AC092910.3,4.522653305879577,0.03553193989958034
WASHC2C,4.519362243263777,0.035597729863502625
ENOSF1,4.519247750291081,0.03560002095899265
RXYLT1,4.517140831298945,0.03564221002025344
DOCK1,4.516255482403005,0.035659954117947534
LARP4,4.515771365677609,0.03566966071263656
SGO2,4.515130104874137,0.03568252237908498
DAB2,4.512653339327578,0.035732244688795996
TARS3,4.512535768908137,0.035734606800501306
SMS,4.511470258578091,0.03575602156349461
MIR4639,4.511068821464045,0.03576409322854435
TMEM256,4.509807046348282,0.0357894762324444
TSC1,4.509233697936783,0.03580101653990429
ARPC5,4.507529659427095,0.03583533858910038
MAVS,4.5073813657982695,0.035838327109648155
ZC3H7A,4.506428152514572,0.03585754326718987
AL606834.1,4.506162223574649,0.03586290617104097
EIF4E3,4.503863963207984,0.0359092899254658
BNIP3P15,4.503417681544671,0.0359183042106696
AC006059.1,4.5019184595523765,0.0359486040487242
CCNJL,4.501042294941753,0.0359663242184481
RBCK1,4.49794548097497,0.036029030670671446
RNU6-460P,4.4955115170421385,0.03607839668606794
MMS19,4.494707922973204,0.0360947110553437
RPL9,4.494568398287879,0.036097544448694015
TMX3,4.491331862402721,0.036163336584134925
PLA2G6,4.491325835033084,0.036163459226834296
SKIV2L,4.490897149409452,0.036172183096277497
AC004233.3,4.489714408458479,0.03619626377997909
CD2BP2-DT,4.489375460699561,0.03620316791445827
IFI6,4.488120485970781,0.03622874306181322
PEX2,4.4869004259088126,0.036253625063755915
NQO2,4.486684819543462,0.036258024042394164
DNM1L,4.4860893463953335,0.03627017631888725
NHSL1,4.485842450653074,0.03627521617689688
FBXL19-AS1,4.48396094459463,0.03631364759216634
ZNF473,4.482503677686527,0.036343443243508224
AL158206.1,4.482048886858827,0.03635274732426149
CAP2,4.481296933685719,0.03636813627825871
ORC6,4.480907919438094,0.03637610028851513
TRMT13,4.478826567258867,0.036418741777610356
RNF180,4.478496057616465,0.03642551793964395
ZNF624,4.477090652681172,0.03645434672498699
AL390728.3,4.4762696559018815,0.03647119886934256
STT3A,4.473017739457691,0.036538030434121745
ARFGEF1,4.472422594312952,0.036550275589031365
MINPP1,4.467179579612545,0.03665833941094148
AC079148.1,4.464747358891906,0.03670858504457432
COPS4,4.460861714175304,0.03678900775299346
MPZL1,4.460694200939694,0.036792479042890985
KIF5B,4.460404143037599,0.03679849058470951
C12orf43,4.459700081292426,0.03681308682505982
NBPF1,4.458426271646132,0.03683951040345931
Y_RNA,4.457381857725647,0.03686119047890076
ELN,4.451095185605908,0.03699197650358667
LRRC59,4.449658457244524,0.03702193487425421
MIB2,4.449651450947688,0.037022081031248634
GPATCH1,4.449258474360454,0.037030279820299515
GDI2,4.448456871624039,0.037047009877590145
AC000089.1,4.448001563974473,0.037056516067403476
AC020907.4,4.446536497588489,0.03708712219340672
ZNF783,4.4464451958801625,0.03708903042978037
DDX10,4.444262134612241,0.037134688205724624
FOS,4.443824129197682,0.0371438560847639
SDHAF4,4.443193030344456,0.037157069823657685
NUDT19,4.4401883381935585,0.03722004956618365
P4HTM,4.440121279645226,0.03722145643699968
AC060766.6,4.438698780103923,0.037251313413905765
COMMD10,4.4374877610041725,0.03727675165054723
GUSBP1,4.435600274723165,0.03731643630610893
SYAP1,4.434582943788697,0.03733784443349875
AC003965.2,4.43346578424607,0.03736136832345217
TMEM123,4.430075209140026,0.03743285967134528
RAB18,4.430046872133348,0.037433457777932076
SLITRK4,4.4299201691084455,0.037436132211148804
AC090425.2,4.426457618401619,0.037509297951232805
TTC12,4.425267425421699,0.03753448249407219
RMC1,4.425243141276715,0.03753499653471776
ANAPC2,4.422239739459449,0.03759862947254971
RASSF8,4.418810272703626,0.03767142957819913
MCM7,4.417071850535331,0.03770838966597206
AC087239.1,4.4137528583721695,0.0377790608107779
PIP5K1A,4.410138560930948,0.03785617994386655
OS9,4.408504169093195,0.03789110825243762
GOSR1,4.40577979138819,0.037949406586899555
CAVIN3,4.405292476337673,0.037959844573676745
INPP4B,4.405203525400653,0.037961750176872935
PSD,4.404651966526437,0.03797356853697195
CCNJ,4.403319514293825,0.03800213538394646
MARK1,4.3996981440951926,0.03807989045605027
SH3BP5-AS1,4.3945989097917835,0.038189663729870656
CRIP1,4.39359298983343,0.03821135825590592
TRANK1,4.392630650349906,0.03823212514580598
REM1,4.3900575726335065,0.03828771003028997
SH3GLB1,4.3886548441335425,0.03831804862244384
EGR3,4.388582529553568,0.038319613354076625
ARPC4,4.3882876574697525,0.03832599445334993
AC067852.2,4.387521765928176,0.038342573797530234
ARL2,4.385890655595211,0.03837790804082955
CHD7,4.381268065840555,0.03847823392248801
MAP4K2,4.379313530471833,0.03852073778284061
C3orf62,4.37895783533978,0.038528478191884784
TNIK,4.377469575479725,0.03856088268061533
IL6ST,4.377468638021107,0.03856090310141066
RALGAPA2,4.377200449654699,0.03856674555903985
PNPLA8,4.375974513710775,0.038593464438091925
METAP2,4.3751257249354385,0.038611975042480984
OTUD5,4.37418443609113,0.03863251394823998
AP000547.3,4.373963959721422,0.038637326417056125
PRKAG2,4.373956197773979,0.03863749585330937
NCOA2,4.37389595772381,0.0386388108656672
AC005912.1,4.373641557281412,0.038644364834037624
THAP7,4.372903321632895,0.03866048650309173
SH3TC1,4.372652174279346,0.03866597271547368
ABHD18,4.369735934510343,0.03872973742343436
FADD,4.368735439973386,0.038751639367459983
AC099343.2,4.366409114221685,0.03880261615346101
SLC25A30,4.364027460139654,0.0388548792063572
AL359091.4,4.362593499333604,0.038886382151460286
ZFX,4.362588917265173,0.038886482859264174
SLC7A8,4.360205252571458,0.038938910266476376
AP4E1,4.358926568741509,0.038967065184381235
EXTL2,4.357958840474677,0.03898838766227726
AL359220.1,4.357579841495871,0.03899674173088206
PINK1,4.356714065274702,0.03901583270604122
SPTLC3,4.356380659766602,0.03902318718206057
NPEPL1,4.352310906811024,0.039113079348886505
PRPF40A,4.348998026963009,0.03918641635968492
PSMD1,4.347528897665824,0.03921898516541013
AP2S1,4.345488736012436,0.039264260810125184
AL035413.1,4.344419991881152,0.03928800075858226
TOR1B,4.3413838989688776,0.03935552461495555
AGA,4.33796082585041,0.039431803099451095
VKORC1L1,4.33499012361941,0.0394981285577244
ATG4B,4.332772928061019,0.039547708150076744
PYCR2,4.330691144059751,0.039594320004322926
AC005899.6,4.328705006719673,0.03963884476723157
PVR,4.328423081875289,0.03964516920747747
RPS26P3,4.3224522827327,0.03977936496003206
RBM4B,4.322007706667513,0.03978937626845257
EPHB2,4.321574457685222,0.03979913508348717
PDCL3P4,4.319975935831481,0.03983516338479703
CLCN3,4.318815501116483,0.0398613395890171
AC092794.1,4.318409787884728,0.03987049567622213
RIC3,4.317767555761474,0.03988499406746225
SETD9,4.317743834571772,0.03988552968075087
TBC1D25,4.316566140802519,0.03991213107384035
ZNF708,4.316472722453044,0.039914241987257716
ICE2,4.31645336646761,0.03991467937666998
RPL35A,4.316267335737042,0.039918883394336996
AP3D1,4.313963445181388,0.039970986951579364
ZNF552,4.312167441220834,0.040011654600690366
YPEL5,4.311041462743091,0.040037173038252126
TMEM185A,4.310618860480645,0.04004675508716129
FTO,4.304910906667386,0.040176416071605554
SLC25A3,4.304385007030192,0.0401883847780983
ZNF710,4.301802815249171,0.04024720675744564
AC108673.2,4.298004653081924,0.0403338949169411
SBDS,4.294430158609755,0.04041565965078867
CASP10,4.294011856312927,0.04042523962450251
ADARB1,4.292688927418588,0.040455553298143376
HSD17B1P1,4.291786174971467,0.04047625290857476
PTPN9,4.290943300451097,0.040495589726618916
MFN1,4.288014681397636,0.040562853144776055
C2orf15,4.28749889742892,0.04057471178641524
CCDC22,4.2858761562737016,0.0406120450947526
FAM83H,4.284566109471442,0.04064221112714006
FAM181A,4.284560491038463,0.04064234055236258
ACOT1,4.2820058527836755,0.04070123421624761
AL161787.1,4.281241799157076,0.04071886606088958
BICD2,4.28043551387607,0.04073748129009467
COPG2,4.280178886013143,0.040743408123604885
SP2,4.278445004841884,0.04078347625495017
SLC16A9,4.276457813717291,0.04082944969616686
GRK5,4.27478279885019,0.0408682438222743
CCDC43,4.273098849897144,0.04090728442107756
AL031058.1,4.27217816631244,0.04092864629437681
VAMP1,4.270902132650498,0.04095827270401945
HCAR1,4.26626020415712,0.04106623977152174
IFFO1,4.262219958171111,0.0411604588927565
UBBP1,4.259126791442355,0.04123274753372293
AASDH,4.257994329043856,0.04125924746383265
N4BP1,4.256841871599608,0.041286233902106215
AC008752.3,4.256811595614176,0.04128694311089138
NARS1,4.25677417210454,0.041287819766901
OSBPL7,4.253716167108984,0.04135952140131814
MIA3,4.2536718883300715,0.041360560587739015
SRP9P1,4.251435058318778,0.04141309333994945
TUBG2,4.247719794716493,0.04150050471306623
HSD11B1L,4.2466147527575,0.041526541634318785
ASAP1,4.246046845451293,0.041539929393619106
RUVBL2,4.244195014380764,0.0415836161148564
FHL2,4.242784324769771,0.041616928660685996
ZNF880,4.241558625180612,0.04164589585994532
AP001330.4,4.241505883601869,0.041647142793832616
SCFD1,4.2410531432268685,0.04165784826770957
YAP1,4.238489143672504,0.04171853178660646
PTBP2,4.2369284679525805,0.04175551520688493
INTS3,4.236372966547877,0.04176868738050343
PGRMC1,4.2360461727455325,0.041776438455957236
COA6,4.234259650480123,0.04181883926622483
BRWD1,4.233528604145407,0.04183620292596683
RPL39P15,4.232427844894412,0.041862362418575466
MIS18A,4.231175984443693,0.04189213400129954
NUDT5,4.229346078426037,0.041935693175534056
WNT3,4.228888410072503,0.041946595076727766
GPR75,4.227910557939812,0.04196989814731146
KAT8,4.226468174674509,0.04200429657838571
JAK2,4.224278267525913,0.042056579633295725
AGPAT3,4.2227292269755585,0.042093604146846916
SPTLC2,4.218954688904654,0.042183967040284286
MTLN,4.21220822239621,0.04234599349917277
CZIB,4.20635288442421,0.04248715573352903
P4HA1,4.206106648562623,0.04249310303746956
FERMT2,4.204876714832901,0.042522822758490654
TSEN34,4.201478914527346,0.04260504129135156
CGRRF1,4.200850458238613,0.04262026696743986
SIMC1,4.199221880408418,0.04265974968332513
PRAG1,4.197866267660547,0.04269264445052099
TUT1,4.197493136832822,0.04270170344062985
RICTOR,4.194214334352013,0.04278139541650683
POGLUT3,4.193180798262476,0.04280654857326565
APOBEC3C,4.191734541478419,0.04284177257411358
PTP4A2P1,4.1915280973451665,0.04284680309969129
NDUFS8,4.189965993148603,0.04288488807250564
ZFP36L2,4.188444368747225,0.042922020820703025
LMO3,4.1877751131382395,0.04293836375701569
CBWD1,4.187771840222098,0.04293844369652767
SMIM5,4.187226293474448,0.042951770649033
SUMF2,4.187216090247452,0.04295201994175594
BRI3,4.186475494720748,0.04297011883426292
MAGED1,4.185964612075332,0.04298260867365829
PON3,4.185253469427654,0.043000000826641516
PRIM1,4.184663705935187,0.04301443014503288
SLC7A2,4.184258021330003,0.043024358734346034
ZNF554,4.183640340154738,0.04303948034864106
CDK18,4.182403758614688,0.04306977045232368
RPL31,4.181457717951857,0.043092959091446434
RMND5B,4.179267291902002,0.04314670027160391
SF3A3,4.1750104226558005,0.04325134523261161
MRPL52,4.174773585619845,0.04325717524589551
DUTP6,4.173059187260754,0.04329940210595673
PLEKHA2,4.17284823621638,0.043304601017240776
AP001324.1,4.171096856285692,0.04334778967480476
MCAM,4.168628056033071,0.04340874778226383
LRRK1,4.167731025721588,0.04343091934062957
AP1S2,4.167030264213209,0.04344824819854053
HACD4,4.164241946692621,0.043517272481893736
STARD4,4.163499135975676,0.04353568034168686
LYG1,4.16074817419661,0.043603925268785745
PIGK,4.159605014277566,0.04363231793818799
CCDC158,4.1595119287298115,0.043634630772405404
ZDHHC5,4.157013291695184,0.043696761614472814
MDM2,4.155525614841152,0.04373379883392975
AC024909.1,4.154739865379735,0.04375337437177238
ABCB10,4.154700989230112,0.04375434314386686
TPGS1,4.153808034129343,0.04377660138873448
LINC00924,4.1516243127551435,0.04383108481300079
PLPP3,4.151470689684687,0.04383492040073287
MTR,4.148749027062893,0.04390293296655206
AC097493.3,4.145966890107547,0.043972573097219234
PLPPR2,4.145875694692869,0.04397485781827351
PPP1R8,4.1422762258926635,0.04406513661319626
TXLNA,4.134589792782329,0.04425858372703983
VMAC,4.1327954605639405,0.044303872614840395
MT2P1,4.128086281570809,0.044422967476315085
RPS28P4,4.126179147172719,0.0444712959334658
MIR616,4.124741655759335,0.04450776030452403
PCDHGA9,4.124110292994893,0.04452378595812519
AC004232.2,4.12352545680275,0.04453863613798556
PHTF2,4.123484200989552,0.04453968390650419
AC093620.1,4.123326926940151,0.04454367841632992
THRB,4.121846092239459,0.044581308004742776
PSENEN,4.121195479783662,0.04459785148548523
TRIM8,4.119611281656026,0.04463816116524673
MGME1,4.119516652187701,0.044640570227903055
TOR1AIP1,4.118431983433862,0.044668193472380685
HNRNPUL2,4.115483264787757,0.04474338069293037
THAP8,4.115421535954943,0.04474495611388441
NFATC3,4.115418279662784,0.044745039221439464
CCDC130,4.11345347078886,0.04479521540654894
AC007906.2,4.113242670860997,0.044800602262555805
CC2D1A,4.113036598493129,0.04480586897711466
SEPTIN4,4.112176760012986,0.04482785151449596
AC103591.4,4.112034887779051,0.0448314797108247
GLUL,4.111986403580516,0.044832719702473336
RBSN,4.111628814011735,0.04484186624734461
SRR,4.110033882091911,0.04488268620493809
GEN1,4.10693018713229,0.04496223448085289
SRSF12,4.102048558346,0.04508765617495344
LMAN2,4.096422161680893,0.04523267633083405
PLBD2,4.096349256176186,0.0452345587321145
ALKBH3,4.094973747186862,0.045270089696942954
TEAD2,4.094232599670137,0.045289246733217145
SYNE4,4.091560117856559,0.04535839642439165
SYMPK,4.089937205473549,0.045400443815923765
AC015922.3,4.088541197347329,0.0454366457310956
TMEM68,4.088057757848798,0.04544918968707197
INPP1,4.085815241584395,0.045507425335393155
COG7,4.085803207979158,0.04550773804954504
GALNT14,4.083141098651906,0.04557697402118147
AC091390.2,4.080579155474345,0.04564371109707463
FMO5,4.07774606597694,0.04571763289368038
HCFC2,4.076467678044538,0.045751030815089584
PCDHB14,4.076292281860867,0.04575561507767667
TIPARP-AS1,4.075883777128311,0.04576629391058297
ZNF879,4.074251223607107,0.045808997515753375
PARD3B,4.073045863704324,0.045840554088649635
ARHGEF11,4.070238362415599,0.04591414510608468
PROB1,4.066603854162447,0.046009601326116506
ARHGEF37,4.065719107729671,0.04603287024914399
AL355001.2,4.06353527434331,0.04609035911557041
PRAF2,4.062665297013756,0.04611328240718455
CCDC117,4.062555665428364,0.04611617198638179
NPHP1,4.061928748761265,0.04613269945628452
SNAP23,4.060386318356709,0.04617338965079779
SMAP2,4.05928375757132,0.04620249933017062
FAM86B3P,4.058952040331807,0.046211261125351476
PAPSS2,4.0585180176202,0.04622272784116529
MAST2,4.054725498803381,0.0463230541720047
CLDN12,4.054392331457632,0.046331878805673
CHD3,4.053570748871234,0.046353647814178923
FRMD3,4.05160129441801,0.0464058758391565
FAM86EP,4.049631315409694,0.046458180676078355
USP53,4.048929982669827,0.04647681693530073
ARCN1,4.0483671770208085,0.04649177794131103
VPS26A,4.0477507981649765,0.046508168982351904
METTL4,4.046640785008315,0.046537702556398886
AC068790.5,4.046374067821159,0.04654480195492077
CPAMD8,4.046318830558108,0.04654627238854947
UBE2T,4.046123024533671,0.0465514852074518
ANAPC1,4.0453524522233435,0.04657200572113364
ST7L,4.044112197841633,0.04660505427432716
PLK1,4.041895092415049,0.04666419503331765
AL139407.1,4.040302604946381,0.04670672374194228
CYB5RL,4.037312726538958,0.046786682866055335
AL135905.1,4.037003612580393,0.046794957923616695
AC093726.2,4.036569156303618,0.04680659107031004
EEFSEC,4.035007985762777,0.046848419008291786
TTLL1,4.032685621140009,0.04691071530114221
ZNF510,4.030563727720056,0.046967711454471726
REPS2,4.03020413853632,0.04697737770700631
COG1,4.030063038536535,0.04698117125016677
PPIEL,4.028652987161948,0.0470190991672419
CPNE8,4.028074824121893,0.04703466020152396
BLOC1S2,4.028051267903411,0.047035294324710535
LGALSL,4.02748614558434,0.047050509911962635
EDN1,4.025165855513263,0.04711303752937148
GPX1P1,4.023891996622503,0.047147403482172584
GRK1,4.022457030288079,0.04718614786006135
SGSM1,4.019450752303201,0.04726742835070525
ATP8A1,4.016032163468106,0.04736003836104684
SEC31A,4.015729682411213,0.047368241947504885
VANGL1,4.01169788181078,0.04747773357657282
AC109583.3,4.010037237685537,0.04752291034639971
MALL,4.009691603890632,0.047532318871607485
AC034102.1,4.008374057136068,0.04756820218698495
CTSB,4.007528576169355,0.04759124407166268
UBE2F,4.00721474496016,0.047599799947319964
GINM1,4.0065034289048045,0.047619198408757744
MED27,4.003170391978852,0.047710207082871485
FDPS,4.000876852857045,0.04777294025143102
PARP11,4.000545469036223,0.04778201159352358
FBXL3,3.9999472696643603,0.047798391441760395
BTBD7,3.9984146077523053,0.047840386076716195
PPP6R1,3.99638415966309,0.04789608072398901
IL18BP,3.995826802632997,0.04791138100427259
TMLHE,3.9946893992862753,0.04794262063931361
ECEL1,3.992636176728507,0.0479990691044516
HTRA3,3.990840186552749,0.04804850386130449
CCDC34,3.984026662787298,0.048236542328266685
HACD2,3.9826516067884423,0.048274586257634304
RPL10P19,3.982084263733573,0.04829029239528546
CENPO,3.9819765112561654,0.048293275996877605
TSPAN31,3.981528408327717,0.04830568581401352
MOSPD2,3.9755179661715685,0.04847246988378307
MMP24OS,3.9749228820839853,0.048489016387378445
AL117332.1,3.9748928201598845,0.048489852429128656
SOCS4,3.974544354009675,0.04849954462596536
ZNF148,3.9745179441583893,0.048500279270974264
MAN2A1,3.973762165965169,0.048521307861300315
CDR2L,3.973567863076238,0.04852671567415409
AC012123.1,3.9717415799047697,0.04857757607616965
DCAF10,3.9704808060751957,0.048612720808220426
WDR76,3.968857477809445,0.04865801200423176
AC083964.1,3.968195572073606,0.048676492267545245
BAZ2A,3.9674175385594466,0.04869822439531188
RIOK2,3.9673209566729892,0.04870092285669832
ARHGAP29,3.966678703190588,0.04871887124603614
CDC5L,3.9658396069806003,0.04874233125891579
TUFT1,3.963693073559628,0.04880240050682082
ZNF22-AS1,3.9628165552013974,0.048826952037610866
MGP,3.9626793449714586,0.04883079653179916
RNU6-343P,3.9611477371604256,0.04887373265448885
HMGN1,3.957941616182127,0.04896374187359991
RAB25,3.95745606152256,0.04897738888286173
ANAPC10,3.956131267844719,0.04901464426979142
ZNF582,3.955682776030609,0.049027263471123926
APBB2,3.9536245601010953,0.04908522004324841
GABPB2,3.952201716460924,0.04912532825560604
EEF2,3.951950322584841,0.04913241838524372
PRKAR1B,3.949603935405201,0.049198647020140505
RN7SL526P,3.949286268429831,0.04920762076313961
SH3D21,3.9486846055150715,0.049224621881094076
AC233266.2,3.9479462787367035,0.049245493285511026
GCA,3.946695386158602,0.049280875787553885
TRAF2,3.9462374981038697,0.049293834321769966
EGFL7,3.9438358783605088,0.049361861507393814
GALK2,3.9403051643519524,0.04946205343350226
C12orf57,3.9402444233086658,0.0494637790004368
NCK2,3.940227990076103,0.04946424585635448
CA3,3.9393160266647955,0.049490161454677564
SIRT6,3.9384289151904333,0.04951538477357796
SAR1A,3.9346828217613936,0.049622049644665746
